texto,categoria,metadados_json
"Óbitos hospitalares registrados no SIH em Rio Grande do Norte durante 2024, por mês: janeiro: 677, fevereiro: 671, março: 622, abril: 657, maio: 604, junho: 657, julho: 756, agosto: 637, setembro: 670, outubro: 664, novembro: 705, dezembro: 645. Total de óbitos no ano: 7965.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rio Grande do Norte"", ""co_uf_ibge"": 24, ""ano"": 2024}"
"Óbitos hospitalares registrados no SIH em Rio Grande do Norte durante 2025, por mês: janeiro: 681, fevereiro: 631, março: 760, abril: 676, maio: 807, junho: 697, julho: 754, agosto: 712, setembro: 671, outubro: 638, novembro: 653, dezembro: 639. Total de óbitos no ano: 8319.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rio Grande do Norte"", ""co_uf_ibge"": 24, ""ano"": 2025}"
"Óbitos hospitalares registrados no SIH em Rio Grande do Sul durante 2023, por mês: janeiro: 3455, fevereiro: 3082, março: 3289, abril: 3242, maio: 3584, junho: 3702, julho: 3963, agosto: 3836, setembro: 3569, outubro: 3610, novembro: 3519, dezembro: 3240. Total de óbitos no ano: 42091.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rio Grande do Sul"", ""co_uf_ibge"": 43, ""ano"": 2023}"
"Óbitos hospitalares registrados no SIH em Rio Grande do Sul durante 2024, por mês: janeiro: 3585, fevereiro: 3285, março: 3482, abril: 3554, maio: 3907, junho: 4043, julho: 4283, agosto: 4225, setembro: 3790, outubro: 4105, novembro: 3708, dezembro: 3423. Total de óbitos no ano: 45390.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rio Grande do Sul"", ""co_uf_ibge"": 43, ""ano"": 2024}"
"Óbitos hospitalares registrados no SIH em Rio Grande do Sul durante 2025, por mês: janeiro: 3454, fevereiro: 3325, março: 3421, abril: 3640, maio: 3836, junho: 4124, julho: 4398, agosto: 4137, setembro: 4054, outubro: 3634, novembro: 3466, dezembro: 3442. Total de óbitos no ano: 44931.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rio Grande do Sul"", ""co_uf_ibge"": 43, ""ano"": 2025}"
"Óbitos hospitalares registrados no SIH em Rio de Janeiro durante 2023, por mês: janeiro: 4757, fevereiro: 4145, março: 4715, abril: 4234, maio: 4577, junho: 4962, julho: 4948, agosto: 4786, setembro: 5201, outubro: 5053, novembro: 5043, dezembro: 4760. Total de óbitos no ano: 57181.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rio de Janeiro"", ""co_uf_ibge"": 33, ""ano"": 2023}"
"Óbitos hospitalares registrados no SIH em Rio de Janeiro durante 2024, por mês: janeiro: 4664, fevereiro: 4670, março: 4717, abril: 4554, maio: 4719, junho: 4915, julho: 4947, agosto: 4980, setembro: 4731, outubro: 4668, novembro: 4516, dezembro: 4391. Total de óbitos no ano: 56472.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rio de Janeiro"", ""co_uf_ibge"": 33, ""ano"": 2024}"
"Óbitos hospitalares registrados no SIH em Rio de Janeiro durante 2025, por mês: janeiro: 5255, fevereiro: 4729, março: 4663, abril: 4712, maio: 4934, junho: 5501, julho: 5400, agosto: 5135, setembro: 4963, outubro: 4719, novembro: 4607, dezembro: 4583. Total de óbitos no ano: 59201.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rio de Janeiro"", ""co_uf_ibge"": 33, ""ano"": 2025}"
"Óbitos hospitalares registrados no SIH em Rondônia durante 2023, por mês: janeiro: 351, fevereiro: 211, março: 417, abril: 347, maio: 381, junho: 325, julho: 329, agosto: 362, setembro: 344, outubro: 282, novembro: 291, dezembro: 266. Total de óbitos no ano: 3906.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rondônia"", ""co_uf_ibge"": 11, ""ano"": 2023}"
"Óbitos hospitalares registrados no SIH em Rondônia durante 2024, por mês: janeiro: 343, fevereiro: 286, março: 324, abril: 297, maio: 353, junho: 371, julho: 388, agosto: 334, setembro: 312, outubro: 313, novembro: 301, dezembro: 306. Total de óbitos no ano: 3928.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rondônia"", ""co_uf_ibge"": 11, ""ano"": 2024}"
"Óbitos hospitalares registrados no SIH em Rondônia durante 2025, por mês: janeiro: 358, fevereiro: 330, março: 316, abril: 382, maio: 369, junho: 369, julho: 429, agosto: 377, setembro: 327, outubro: 375, novembro: 365, dezembro: 347. Total de óbitos no ano: 4344.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Rondônia"", ""co_uf_ibge"": 11, ""ano"": 2025}"
"Óbitos hospitalares registrados no SIH em Roraima durante 2023, por mês: janeiro: 113, fevereiro: 120, março: 175, abril: 166, maio: 118, junho: 78, julho: 97, agosto: 144, setembro: 105, outubro: 104, novembro: 128, dezembro: 102. Total de óbitos no ano: 1450.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Roraima"", ""co_uf_ibge"": 14, ""ano"": 2023}"
"Óbitos hospitalares registrados no SIH em Roraima durante 2024, por mês: janeiro: 90, fevereiro: 83, março: 112, abril: 77, maio: 97, junho: 102, julho: 114, agosto: 106, setembro: 94, outubro: 108, novembro: 80, dezembro: 60. Total de óbitos no ano: 1123.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Roraima"", ""co_uf_ibge"": 14, ""ano"": 2024}"
"Óbitos hospitalares registrados no SIH em Roraima durante 2025, por mês: janeiro: 91, fevereiro: 73, março: 101, abril: 83, maio: 96, junho: 76, julho: 82, agosto: 87, setembro: 106, outubro: 80, novembro: 77, dezembro: 69. Total de óbitos no ano: 1021.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Roraima"", ""co_uf_ibge"": 14, ""ano"": 2025}"
"Óbitos hospitalares registrados no SIH em Santa Catarina durante 2023, por mês: janeiro: 2039, fevereiro: 1938, março: 1846, abril: 1873, maio: 2089, junho: 2143, julho: 2088, agosto: 1993, setembro: 1956, outubro: 1892, novembro: 1960, dezembro: 1878. Total de óbitos no ano: 23695.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Santa Catarina"", ""co_uf_ibge"": 42, ""ano"": 2023}"
"Óbitos hospitalares registrados no SIH em Santa Catarina durante 2024, por mês: janeiro: 2071, fevereiro: 1937, março: 1915, abril: 2074, maio: 2290, junho: 2262, julho: 2460, agosto: 2379, setembro: 2251, outubro: 2307, novembro: 1876, dezembro: 2041. Total de óbitos no ano: 25863.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Santa Catarina"", ""co_uf_ibge"": 42, ""ano"": 2024}"
"Óbitos hospitalares registrados no SIH em Santa Catarina durante 2025, por mês: janeiro: 2142, fevereiro: 1985, março: 1932, abril: 1899, maio: 2201, junho: 2385, julho: 2622, agosto: 2441, setembro: 2247, outubro: 2208, novembro: 2157, dezembro: 2127. Total de óbitos no ano: 26346.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Santa Catarina"", ""co_uf_ibge"": 42, ""ano"": 2025}"
"Óbitos hospitalares registrados no SIH em Sergipe durante 2023, por mês: janeiro: 476, fevereiro: 411, março: 424, abril: 439, maio: 457, junho: 467, julho: 504, agosto: 492, setembro: 468, outubro: 497, novembro: 500, dezembro: 426. Total de óbitos no ano: 5561.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Sergipe"", ""co_uf_ibge"": 28, ""ano"": 2023}"
"Óbitos hospitalares registrados no SIH em Sergipe durante 2024, por mês: janeiro: 460, fevereiro: 486, março: 541, abril: 480, maio: 455, junho: 440, julho: 465, agosto: 445, setembro: 434, outubro: 596, novembro: 471, dezembro: 470. Total de óbitos no ano: 5743.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Sergipe"", ""co_uf_ibge"": 28, ""ano"": 2024}"
"Óbitos hospitalares registrados no SIH em Sergipe durante 2025, por mês: janeiro: 460, fevereiro: 459, março: 499, abril: 449, maio: 455, junho: 420, julho: 434, agosto: 555, setembro: 575, outubro: 476, novembro: 533, dezembro: 441. Total de óbitos no ano: 5756.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Sergipe"", ""co_uf_ibge"": 28, ""ano"": 2025}"
"Óbitos hospitalares registrados no SIH em São Paulo durante 2023, por mês: janeiro: 11144, fevereiro: 9883, março: 11363, abril: 10894, maio: 11361, junho: 12420, julho: 12447, agosto: 12351, setembro: 11644, outubro: 11365, novembro: 11636, dezembro: 11292. Total de óbitos no ano: 137800.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""São Paulo"", ""co_uf_ibge"": 35, ""ano"": 2023}"
"Óbitos hospitalares registrados no SIH em São Paulo durante 2024, por mês: janeiro: 11680, fevereiro: 11080, março: 12230, abril: 12619, maio: 13060, junho: 13094, julho: 13426, agosto: 13070, setembro: 12478, outubro: 12115, novembro: 11445, dezembro: 11627. Total de óbitos no ano: 147924.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""São Paulo"", ""co_uf_ibge"": 35, ""ano"": 2024}"
"Óbitos hospitalares registrados no SIH em São Paulo durante 2025, por mês: janeiro: 12105, fevereiro: 11083, março: 11945, abril: 11590, maio: 13413, junho: 13417, julho: 13830, agosto: 13300, setembro: 12092, outubro: 11999, novembro: 11617, dezembro: 11595. Total de óbitos no ano: 147986.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""São Paulo"", ""co_uf_ibge"": 35, ""ano"": 2025}"
"Óbitos hospitalares registrados no SIH em Tocantins durante 2023, por mês: janeiro: 252, fevereiro: 221, março: 192, abril: 319, maio: 380, junho: 259, julho: 269, agosto: 270, setembro: 270, outubro: 223, novembro: 259, dezembro: 280. Total de óbitos no ano: 3194.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Tocantins"", ""co_uf_ibge"": 17, ""ano"": 2023}"
"Óbitos hospitalares registrados no SIH em Tocantins durante 2024, por mês: janeiro: 302, fevereiro: 324, março: 301, abril: 333, maio: 349, junho: 288, julho: 294, agosto: 297, setembro: 299, outubro: 289, novembro: 279, dezembro: 268. Total de óbitos no ano: 3623.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Tocantins"", ""co_uf_ibge"": 17, ""ano"": 2024}"
"Óbitos hospitalares registrados no SIH em Tocantins durante 2025, por mês: janeiro: 343, fevereiro: 286, março: 328, abril: 261, maio: 300, junho: 269, julho: 427, agosto: 318, setembro: 431, outubro: 303, novembro: 241, dezembro: 314. Total de óbitos no ano: 3821.",resumo_obitos_mes,"{""categoria"": ""resumo_obitos_mes"", ""uf_nome"": ""Tocantins"", ""co_uf_ibge"": 17, ""ano"": 2025}"
