texto,categoria,metadados_json
"Em 2024, o estado de Mato Grosso registrou 246.733 internações pelo SUS, com 7.992 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 3,24%). O valor total gasto com internações foi de R$ 318.333.499,36, com gasto médio de R$ 1.290,19 por internação. A permanência média foi de 4,4 dias. O estado contava com 176 hospitais e 24,1 leitos por 10 mil habitantes, para uma população estimada de 3.836.399 habitantes. Em relação a 2023, houve aumento de 9,7% no número de internações.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Mato Grosso"", ""co_uf_ibge"": 51, ""ano"": 2024}"
"Em 2025, o estado de Mato Grosso registrou 263.503 internações pelo SUS, com 8.470 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 3,21%). O valor total gasto com internações foi de R$ 349.998.136,79, com gasto médio de R$ 1.328,25 por internação. A permanência média foi de 4,5 dias. O estado contava com 180 hospitais e 24,0 leitos por 10 mil habitantes, para uma população estimada de 3.893.659 habitantes. Em relação a 2024, houve aumento de 6,8% no número de internações.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Mato Grosso"", ""co_uf_ibge"": 51, ""ano"": 2025}"
"Em 2023, o estado de Mato Grosso do Sul registrou 209.362 internações pelo SUS, com 8.679 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 4,15%). O valor total gasto com internações foi de R$ 320.850.061,98, com gasto médio de R$ 1.532,51 por internação. A permanência média foi de 4,5 dias. O estado contava com 121 hospitais e 23,0 leitos por 10 mil habitantes, para uma população estimada de 2.878.009 habitantes.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Mato Grosso do Sul"", ""co_uf_ibge"": 50, ""ano"": 2023}"
"Em 2024, o estado de Mato Grosso do Sul registrou 213.196 internações pelo SUS, com 8.900 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 4,17%). O valor total gasto com internações foi de R$ 329.823.707,00, com gasto médio de R$ 1.547,04 por internação. A permanência média foi de 4,5 dias. O estado contava com 124 hospitais e 23,0 leitos por 10 mil habitantes, para uma população estimada de 2.901.895 habitantes. Em relação a 2023, houve aumento de 1,8% no número de internações.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Mato Grosso do Sul"", ""co_uf_ibge"": 50, ""ano"": 2024}"
"Em 2025, o estado de Mato Grosso do Sul registrou 211.965 internações pelo SUS, com 8.872 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 4,19%). O valor total gasto com internações foi de R$ 340.173.518,06, com gasto médio de R$ 1.604,86 por internação. A permanência média foi de 4,6 dias. O estado contava com 122 hospitais e 23,3 leitos por 10 mil habitantes, para uma população estimada de 2.924.631 habitantes. Em relação a 2024, houve queda de 0,6% no número de internações.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Mato Grosso do Sul"", ""co_uf_ibge"": 50, ""ano"": 2025}"
"Em 2023, o estado de Minas Gerais registrou 1.430.889 internações pelo SUS, com 68.682 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 4,80%). O valor total gasto com internações foi de R$ 2.525.287.412,92, com gasto médio de R$ 1.764,84 por internação. A permanência média foi de 4,9 dias. O estado contava com 642 hospitais e 22,3 leitos por 10 mil habitantes, para uma população estimada de 21.247.401 habitantes.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Minas Gerais"", ""co_uf_ibge"": 31, ""ano"": 2023}"
"Em 2024, o estado de Minas Gerais registrou 1.551.100 internações pelo SUS, com 72.514 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 4,68%). O valor total gasto com internações foi de R$ 2.895.884.065,86, com gasto médio de R$ 1.866,99 por internação. A permanência média foi de 4,8 dias. O estado contava com 661 hospitais e 22,8 leitos por 10 mil habitantes, para uma população estimada de 21.322.691 habitantes. Em relação a 2023, houve aumento de 8,4% no número de internações.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Minas Gerais"", ""co_uf_ibge"": 31, ""ano"": 2024}"
"Em 2025, o estado de Minas Gerais registrou 1.591.841 internações pelo SUS, com 71.612 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 4,50%). O valor total gasto com internações foi de R$ 3.305.535.788,53, com gasto médio de R$ 2.076,55 por internação. A permanência média foi de 4,7 dias. O estado contava com 663 hospitais e 23,2 leitos por 10 mil habitantes, para uma população estimada de 21.393.441 habitantes. Em relação a 2024, houve aumento de 2,6% no número de internações.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Minas Gerais"", ""co_uf_ibge"": 31, ""ano"": 2025}"
"Em 2023, o estado de Paraná registrou 927.740 internações pelo SUS, com 39.061 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 4,21%). O valor total gasto com internações foi de R$ 1.789.850.937,30, com gasto médio de R$ 1.929,26 por internação. A permanência média foi de 4,3 dias. O estado contava com 432 hospitais e 25,3 leitos por 10 mil habitantes, para uma população estimada de 11.753.862 habitantes.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Paraná"", ""co_uf_ibge"": 41, ""ano"": 2023}"
"Em 2024, o estado de Paraná registrou 1.021.371 internações pelo SUS, com 42.435 óbitos hospitalares registrados no SIH (taxa de mortalidade hospitalar de 4,15%). O valor total gasto com internações foi de R$ 2.020.168.915,63, com gasto médio de R$ 1.977,90 por internação. A permanência média foi de 4,2 dias. O estado contava com 444 hospitais e 26,2 leitos por 10 mil habitantes, para uma população estimada de 11.824.665 habitantes. Em relação a 2023, houve aumento de 10,1% no número de internações.",resumo_uf_ano,"{""categoria"": ""resumo_uf_ano"", ""uf_nome"": ""Paraná"", ""co_uf_ibge"": 41, ""ano"": 2024}"
