Ano;Mes;Fonte;Indicador;Unidade_Federacao;Valor;Arquivo_Origem
2024;4.0;SIH;Valor total;42 Santa Catarina;121564463,96;sih_cnv_niuf082814201_63_116_66.csv
2024;4.0;SIH;Valor total;43 Rio Grande do Sul;123267880,41;sih_cnv_niuf082814201_63_116_66.csv
2024;4.0;SIH;Valor total;50 Mato Grosso do Sul;27159526,89;sih_cnv_niuf082814201_63_116_66.csv
2024;4.0;SIH;Valor total;51 Mato Grosso;26289650,31;sih_cnv_niuf082814201_63_116_66.csv
2024;4.0;SIH;Valor total;52 Goiás;56252450,68;sih_cnv_niuf082814201_63_116_66.csv
2024;4.0;SIH;Valor total;53 Distrito Federal;34009043,94;sih_cnv_niuf082814201_63_116_66.csv
2024;4.0;SIH;Dias permanência;11 Rondônia;54175,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;12 Acre;25915,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;13 Amazonas;98912,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;14 Roraima;19840,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;15 Pará;194621,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;16 Amapá;20281,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;17 Tocantins;49236,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;21 Maranhão;210056,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;22 Piauí;103644,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;23 Ceará;300074,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;24 Rio Grande do Norte;80853,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;25 Paraíba;117559,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;26 Pernambuco;299622,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;27 Alagoas;83759,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;28 Sergipe;55177,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;29 Bahia;385199,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;31 Minas Gerais;661385,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;32 Espírito Santo;132070,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;33 Rio de Janeiro;456000,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;35 São Paulo;1232421,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;41 Paraná;351582,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;42 Santa Catarina;227000,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;43 Rio Grande do Sul;397015,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;50 Mato Grosso do Sul;81231,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;51 Mato Grosso;93195,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;52 Goiás;174573,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Dias permanência;53 Distrito Federal;129528,0;sih_cnv_niuf082823187_72_164_185.csv
2024;4.0;SIH;Média permanência;11 Rondônia;4,8;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;12 Acre;5,0;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;13 Amazonas;5,1;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;14 Roraima;6,5;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;15 Pará;4,1;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;16 Amapá;4,6;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;17 Tocantins;5,3;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;21 Maranhão;5,0;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;22 Piauí;5,3;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;23 Ceará;5,7;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;24 Rio Grande do Norte;4,6;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;25 Paraíba;5,2;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;26 Pernambuco;5,1;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;27 Alagoas;5,7;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;28 Sergipe;5,1;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;29 Bahia;4,6;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;31 Minas Gerais;4,8;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;32 Espírito Santo;4,9;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;33 Rio de Janeiro;6,0;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;35 São Paulo;5,1;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;41 Paraná;4,2;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;42 Santa Catarina;4,2;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;43 Rio Grande do Sul;5,7;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;50 Mato Grosso do Sul;4,4;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;51 Mato Grosso;4,4;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;52 Goiás;4,4;sih_cnv_niuf082828187_109_40_194.csv
2024;4.0;SIH;Média permanência;53 Distrito Federal;5,8;sih_cnv_niuf082828187_109_40_194.csv
2024;8.0;SIH;Internações;11 Rondônia;11769,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;12 Acre;4712,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;13 Amazonas;18733,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;14 Roraima;3127,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;15 Pará;46227,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;16 Amapá;4838,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;17 Tocantins;9486,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;21 Maranhão;42449,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;22 Piauí;18769,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;23 Ceará;50892,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;24 Rio Grande do Norte;19716,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;25 Paraíba;22831,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;26 Pernambuco;59057,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;27 Alagoas;14945,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;28 Sergipe;10165,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;29 Bahia;83321,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;31 Minas Gerais;133534,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;32 Espírito Santo;25594,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;33 Rio de Janeiro;77195,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;35 São Paulo;241581,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;41 Paraná;90130,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;42 Santa Catarina;56867,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;43 Rio Grande do Sul;73075,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;50 Mato Grosso do Sul;18610,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;51 Mato Grosso;22034,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;52 Goiás;37275,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Internações;53 Distrito Federal;21134,0;sih_cnv_niuf081912187_51_16_18.csv
2024;8.0;SIH;Valor total;11 Rondônia;14994017,06;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;12 Acre;4843306,5;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;13 Amazonas;21603635,35;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;14 Roraima;3952188,8;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;15 Pará;54983801,25;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;16 Amapá;4217468,8;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;17 Tocantins;10281450,58;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;21 Maranhão;45865336,91;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;22 Piauí;23889164,12;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;23 Ceará;76134044,56;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;24 Rio Grande do Norte;35178786,08;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;25 Paraíba;53144212,56;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;26 Pernambuco;100929838,59;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;27 Alagoas;23876057,39;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;28 Sergipe;15949671,87;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;29 Bahia;116906088,78;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;31 Minas Gerais;255513153,36;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;32 Espírito Santo;45655513,78;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;33 Rio de Janeiro;148002268,28;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;35 São Paulo;451544570,32;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;41 Paraná;177631526,87;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;42 Santa Catarina;134391627,9;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;43 Rio Grande do Sul;134404228,1;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;50 Mato Grosso do Sul;30264804,01;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;51 Mato Grosso;28285624,01;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;52 Goiás;57936326,72;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Valor total;53 Distrito Federal;36394666,82;sih_cnv_niuf081918187_72_164_185.csv
2024;8.0;SIH;Dias permanência;11 Rondônia;58975,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;12 Acre;22605,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;13 Amazonas;89037,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;14 Roraima;21119,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;15 Pará;193517,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;16 Amapá;23283,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;17 Tocantins;46239,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;21 Maranhão;211854,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;22 Piauí;95880,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;23 Ceará;292479,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;24 Rio Grande do Norte;92352,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;25 Paraíba;116179,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;26 Pernambuco;292494,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;27 Alagoas;85925,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;28 Sergipe;54899,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;29 Bahia;382827,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;31 Minas Gerais;638042,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;32 Espírito Santo;126340,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;33 Rio de Janeiro;462875,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;35 São Paulo;1244705,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;41 Paraná;378068,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;42 Santa Catarina;235843,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;43 Rio Grande do Sul;431059,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;50 Mato Grosso do Sul;83969,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;51 Mato Grosso;96528,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;52 Goiás;172591,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Dias permanência;53 Distrito Federal;120697,0;sih_cnv_niuf081925187_72_164_185.csv
2024;8.0;SIH;Média permanência;11 Rondônia;5,0;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;12 Acre;4,8;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;13 Amazonas;4,8;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;14 Roraima;6,8;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;15 Pará;4,2;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;16 Amapá;4,8;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;17 Tocantins;4,9;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;21 Maranhão;5,0;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;22 Piauí;5,1;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;23 Ceará;5,7;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;24 Rio Grande do Norte;4,7;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;25 Paraíba;5,1;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;26 Pernambuco;5,0;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;27 Alagoas;5,7;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;28 Sergipe;5,4;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;29 Bahia;4,6;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;31 Minas Gerais;4,8;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;32 Espírito Santo;4,9;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;33 Rio de Janeiro;6,0;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;35 São Paulo;5,2;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;41 Paraná;4,2;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;42 Santa Catarina;4,1;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;43 Rio Grande do Sul;5,9;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;50 Mato Grosso do Sul;4,5;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;51 Mato Grosso;4,4;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;52 Goiás;4,6;sih_cnv_niuf081931187_51_16_18.csv
2024;8.0;SIH;Média permanência;53 Distrito Federal;5,7;sih_cnv_niuf081931187_51_16_18.csv
2024;12.0;SIH;Internações;11 Rondônia;9817,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;12 Acre;3828,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;13 Amazonas;17037,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;14 Roraima;2584,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;15 Pará;44746,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;16 Amapá;4299,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;17 Tocantins;8414,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;21 Maranhão;36887,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;22 Piauí;17703,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;23 Ceará;44083,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;24 Rio Grande do Norte;15153,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;25 Paraíba;19791,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;26 Pernambuco;53651,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;27 Alagoas;13303,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;28 Sergipe;8958,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;29 Bahia;73000,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;31 Minas Gerais;122477,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;32 Espírito Santo;25469,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;33 Rio de Janeiro;68587,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;35 São Paulo;221327,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;41 Paraná;78630,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;42 Santa Catarina;52700,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;43 Rio Grande do Sul;66840,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;50 Mato Grosso do Sul;17630,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;51 Mato Grosso;19224,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;52 Goiás;35635,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Internações;53 Distrito Federal;18478,0;sih_cnv_niuf080845187_72_164_185.csv
2024;12.0;SIH;Valor total;11 Rondônia;12426978,06;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;12 Acre;4235482,58;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;13 Amazonas;19009018,8;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;14 Roraima;3100772,45;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;15 Pará;58488566,39;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;16 Amapá;3528948,61;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;17 Tocantins;9252039,89;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;21 Maranhão;40933363,14;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;22 Piauí;21867819,97;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;23 Ceará;68809214,91;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;24 Rio Grande do Norte;28871929,42;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;25 Paraíba;45001221,19;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;26 Pernambuco;92755532,1;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;27 Alagoas;21156544,11;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;28 Sergipe;15901240,07;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;29 Bahia;97774136,11;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;31 Minas Gerais;242524398,66;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;32 Espírito Santo;43225879,14;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;33 Rio de Janeiro;135085009,52;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;35 São Paulo;409046065,13;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;41 Paraná;160320299,7;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;42 Santa Catarina;127441450,36;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;43 Rio Grande do Sul;123571142,83;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;50 Mato Grosso do Sul;27263843,78;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;51 Mato Grosso;25979933,25;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;52 Goiás;54796204,17;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Valor total;53 Distrito Federal;31355484,53;sih_cnv_niuf080852201_63_116_66.csv
2024;12.0;SIH;Dias permanência;11 Rondônia;45738,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;12 Acre;18365,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;13 Amazonas;83088,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;14 Roraima;20520,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;15 Pará;191284,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;16 Amapá;21111,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;17 Tocantins;43666,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;21 Maranhão;200411,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;22 Piauí;91605,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;23 Ceará;264117,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;24 Rio Grande do Norte;78088,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;25 Paraíba;112424,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;26 Pernambuco;274334,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;27 Alagoas;80109,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;28 Sergipe;48012,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;29 Bahia;341180,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;31 Minas Gerais;600646,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;32 Espírito Santo;121224,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;33 Rio de Janeiro;416516,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;35 São Paulo;1180698,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;41 Paraná;339784,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;42 Santa Catarina;219955,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;43 Rio Grande do Sul;395665,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;50 Mato Grosso do Sul;75920,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;51 Mato Grosso;88963,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;52 Goiás;168257,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Dias permanência;53 Distrito Federal;114164,0;sih_cnv_niuf080902187_109_40_194.csv
2024;12.0;SIH;Média permanência;11 Rondônia;4,7;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;12 Acre;4,8;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;13 Amazonas;4,9;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;14 Roraima;7,9;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;15 Pará;4,3;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;16 Amapá;4,9;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;17 Tocantins;5,2;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;21 Maranhão;5,4;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;22 Piauí;5,2;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;23 Ceará;6,0;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;24 Rio Grande do Norte;5,2;sih_cnv_niuf080914187_109_40_194.csv
2024;12.0;SIH;Média permanência;25 Paraíba;5,7;sih_cnv_niuf080914187_109_40_194.csv
