OBITOS,CO_UF_IBGE,NOME_UF,ANO_REF,MES_REF
1428.0,15,Pará,2025,8
157.0,16,Amapá,2025,8
318.0,17,Tocantins,2025,8
1250.0,21,Maranhão,2025,8
661.0,22,Piauí,2025,8
1925.0,23,Ceará,2025,8
712.0,24,Rio Grande do Norte,2025,8
1216.0,25,Paraíba,2025,8
2448.0,26,Pernambuco,2025,8
716.0,27,Alagoas,2025,8
555.0,28,Sergipe,2025,8
3345.0,29,Bahia,2025,8
6463.0,31,Minas Gerais,2025,8
1167.0,32,Espírito Santo,2025,8
5135.0,33,Rio de Janeiro,2025,8
13300.0,35,São Paulo,2025,8
3714.0,41,Paraná,2025,8
2441.0,42,Santa Catarina,2025,8
4137.0,43,Rio Grande do Sul,2025,8
816.0,50,Mato Grosso do Sul,2025,8
679.0,51,Mato Grosso,2025,8
1449.0,52,Goiás,2025,8
603.0,53,Distrito Federal,2025,8
429.0,11,Rondônia,2025,7
157.0,12,Acre,2025,7
770.0,13,Amazonas,2025,7
82.0,14,Roraima,2025,7
1340.0,15,Pará,2025,7
122.0,16,Amapá,2025,7
427.0,17,Tocantins,2025,7
1313.0,21,Maranhão,2025,7
675.0,22,Piauí,2025,7
1943.0,23,Ceará,2025,7
754.0,24,Rio Grande do Norte,2025,7
1199.0,25,Paraíba,2025,7
2489.0,26,Pernambuco,2025,7
757.0,27,Alagoas,2025,7
434.0,28,Sergipe,2025,7
3479.0,29,Bahia,2025,7
6657.0,31,Minas Gerais,2025,7
1113.0,32,Espírito Santo,2025,7
5400.0,33,Rio de Janeiro,2025,7
13830.0,35,São Paulo,2025,7
3922.0,41,Paraná,2025,7
2622.0,42,Santa Catarina,2025,7
4398.0,43,Rio Grande do Sul,2025,7
760.0,50,Mato Grosso do Sul,2025,7
773.0,51,Mato Grosso,2025,7
1547.0,52,Goiás,2025,7
664.0,53,Distrito Federal,2025,7
369.0,11,Rondônia,2025,6
207.0,12,Acre,2025,6
772.0,13,Amazonas,2025,6
76.0,14,Roraima,2025,6
1501.0,15,Pará,2025,6
154.0,16,Amapá,2025,6
269.0,17,Tocantins,2025,6
1394.0,21,Maranhão,2025,6
709.0,22,Piauí,2025,6
1894.0,23,Ceará,2025,6
697.0,24,Rio Grande do Norte,2025,6
1123.0,25,Paraíba,2025,6
2406.0,26,Pernambuco,2025,6
601.0,27,Alagoas,2025,6
420.0,28,Sergipe,2025,6
3349.0,29,Bahia,2025,6
6596.0,31,Minas Gerais,2025,6
1121.0,32,Espírito Santo,2025,6
5501.0,33,Rio de Janeiro,2025,6
13417.0,35,São Paulo,2025,6
3847.0,41,Paraná,2025,6
2385.0,42,Santa Catarina,2025,6
4124.0,43,Rio Grande do Sul,2025,6
771.0,50,Mato Grosso do Sul,2025,6
781.0,51,Mato Grosso,2025,6
1447.0,52,Goiás,2025,6
577.0,53,Distrito Federal,2025,6
369.0,11,Rondônia,2025,5
152.0,12,Acre,2025,5
575.0,13,Amazonas,2025,5
96.0,14,Roraima,2025,5
1463.0,15,Pará,2025,5
148.0,16,Amapá,2025,5
300.0,17,Tocantins,2025,5
1354.0,21,Maranhão,2025,5
684.0,22,Piauí,2025,5
2226.0,23,Ceará,2025,5
807.0,24,Rio Grande do Norte,2025,5
1041.0,25,Paraíba,2025,5
2448.0,26,Pernambuco,2025,5
651.0,27,Alagoas,2025,5
455.0,28,Sergipe,2025,5
3208.0,29,Bahia,2025,5
6272.0,31,Minas Gerais,2025,5
1154.0,32,Espírito Santo,2025,5
4934.0,33,Rio de Janeiro,2025,5
13413.0,35,São Paulo,2025,5
3572.0,41,Paraná,2025,5
2201.0,42,Santa Catarina,2025,5
3836.0,43,Rio Grande do Sul,2025,5
777.0,50,Mato Grosso do Sul,2025,5
774.0,51,Mato Grosso,2025,5
1506.0,52,Goiás,2025,5
599.0,53,Distrito Federal,2025,5
382.0,11,Rondônia,2025,4
159.0,12,Acre,2025,4
590.0,13,Amazonas,2025,4
83.0,14,Roraima,2025,4
1355.0,15,Pará,2025,4
139.0,16,Amapá,2025,4
261.0,17,Tocantins,2025,4
1195.0,21,Maranhão,2025,4
647.0,22,Piauí,2025,4
1934.0,23,Ceará,2025,4
676.0,24,Rio Grande do Norte,2025,4
929.0,25,Paraíba,2025,4
2263.0,26,Pernambuco,2025,4
633.0,27,Alagoas,2025,4
449.0,28,Sergipe,2025,4
2944.0,29,Bahia,2025,4
5349.0,31,Minas Gerais,2025,4
870.0,32,Espírito Santo,2025,4
4712.0,33,Rio de Janeiro,2025,4
11590.0,35,São Paulo,2025,4
3122.0,41,Paraná,2025,4
1899.0,42,Santa Catarina,2025,4
3640.0,43,Rio Grande do Sul,2025,4
761.0,50,Mato Grosso do Sul,2025,4
659.0,51,Mato Grosso,2025,4
1212.0,52,Goiás,2025,4
516.0,53,Distrito Federal,2025,4
316.0,11,Rondônia,2025,3
169.0,12,Acre,2025,3
609.0,13,Amazonas,2025,3
101.0,14,Roraima,2025,3
1338.0,15,Pará,2025,3
83.0,16,Amapá,2025,3
328.0,17,Tocantins,2025,3
1251.0,21,Maranhão,2025,3
716.0,22,Piauí,2025,3
1928.0,23,Ceará,2025,3
760.0,24,Rio Grande do Norte,2025,3
1038.0,25,Paraíba,2025,3
2364.0,26,Pernambuco,2025,3
607.0,27,Alagoas,2025,3
499.0,28,Sergipe,2025,3
3111.0,29,Bahia,2025,3
5621.0,31,Minas Gerais,2025,3
1020.0,32,Espírito Santo,2025,3
4663.0,33,Rio de Janeiro,2025,3
11945.0,35,São Paulo,2025,3
3132.0,41,Paraná,2025,3
1932.0,42,Santa Catarina,2025,3
3421.0,43,Rio Grande do Sul,2025,3
691.0,50,Mato Grosso do Sul,2025,3
816.0,51,Mato Grosso,2025,3
1407.0,52,Goiás,2025,3
590.0,53,Distrito Federal,2025,3
330.0,11,Rondônia,2025,2
132.0,12,Acre,2025,2
525.0,13,Amazonas,2025,2
73.0,14,Roraima,2025,2
1411.0,15,Pará,2025,2
108.0,16,Amapá,2025,2
286.0,17,Tocantins,2025,2
1160.0,21,Maranhão,2025,2
630.0,22,Piauí,2025,2
1857.0,23,Ceará,2025,2
631.0,24,Rio Grande do Norte,2025,2
971.0,25,Paraíba,2025,2
2107.0,26,Pernambuco,2025,2
643.0,27,Alagoas,2025,2
459.0,28,Sergipe,2025,2
2764.0,29,Bahia,2025,2
5637.0,31,Minas Gerais,2025,2
926.0,32,Espírito Santo,2025,2
4729.0,33,Rio de Janeiro,2025,2
11083.0,35,São Paulo,2025,2
3162.0,41,Paraná,2025,2
1985.0,42,Santa Catarina,2025,2
3325.0,43,Rio Grande do Sul,2025,2
655.0,50,Mato Grosso do Sul,2025,2
637.0,51,Mato Grosso,2025,2
1246.0,52,Goiás,2025,2
505.0,53,Distrito Federal,2025,2
358.0,11,Rondônia,2025,1
151.0,12,Acre,2025,1
755.0,13,Amazonas,2025,1
91.0,14,Roraima,2025,1
1279.0,15,Pará,2025,1
108.0,16,Amapá,2025,1
343.0,17,Tocantins,2025,1
1243.0,21,Maranhão,2025,1
699.0,22,Piauí,2025,1
2113.0,23,Ceará,2025,1
681.0,24,Rio Grande do Norte,2025,1
1195.0,25,Paraíba,2025,1
2343.0,26,Pernambuco,2025,1
690.0,27,Alagoas,2025,1
460.0,28,Sergipe,2025,1
2896.0,29,Bahia,2025,1
6086.0,31,Minas Gerais,2025,1
922.0,32,Espírito Santo,2025,1
5255.0,33,Rio de Janeiro,2025,1
12105.0,35,São Paulo,2025,1
3586.0,41,Paraná,2025,1
2142.0,42,Santa Catarina,2025,1
3454.0,43,Rio Grande do Sul,2025,1
796.0,50,Mato Grosso do Sul,2025,1
759.0,51,Mato Grosso,2025,1
1398.0,52,Goiás,2025,1
652.0,53,Distrito Federal,2025,1
